ta_id,food,service,value,atmosphere,tr_rating_5,tr_rating_4,tr_rating_3,tr_rating_2,tr_rating_1,tr_ratings,profitrew,ratings_summary,ball
d13234520,40.0,35.0,35.0,40.0,288.0,148.0,101.0,63.0,50.0,650.0,67.07692307692308,2.75,3.25
d1326624,40.0,40.0,35.0,40.0,170.0,157.0,69.0,31.0,33.0,460.0,71.08695652173913,4.0,3.5
d12170920,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,5.0
d3339988,45.0,50.0,40.0,45.0,199.0,27.0,7.0,7.0,11.0,251.0,90.0398406374502,4.5,4.5
d695231,30.0,30.0,30.0,30.0,18.0,38.0,28.0,20.0,62.0,166.0,33.734939759036145,3.0,1.75
d8180306,45.0,45.0,45.0,45.0,3.0,1.0,0.0,1.0,0.0,5.0,80.0,3.5,4.0
d11959505,0.0,0.0,0.0,0.0,7.0,1.0,0.0,3.0,3.0,14.0,57.14285714285714,0.0,2.75
d720945,40.0,40.0,35.0,45.0,2667.0,1122.0,899.0,506.0,268.0,5462.0,69.37019406810691,4.0,3.5
d1439340,25.0,30.0,20.0,30.0,6.0,4.0,5.0,1.0,7.0,23.0,43.47826086956522,2.5,2.25
d4988279,0.0,0.0,0.0,0.0,6.0,5.0,0.0,1.0,2.0,14.0,78.57142857142857,0.0,4.0
d1336377,30.0,35.0,30.0,30.0,1.0,1.0,0.0,0.0,2.0,4.0,50.0,3.0,2.5
d8747125,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,5.0
d737345,35.0,35.0,35.0,40.0,512.0,363.0,190.0,136.0,170.0,1371.0,63.82202771699489,3.5,3.25
d10788740,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.5
d9561771,45.0,45.0,45.0,45.0,1.0,1.0,0.0,0.0,0.0,2.0,100.0,3.5,5.0
d8262476,0.0,0.0,0.0,0.0,5.0,3.0,3.0,1.0,0.0,12.0,66.66666666666666,0.0,3.25
d7124128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
d12006420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d11633790,35.0,30.0,35.0,35.0,0.0,2.0,0.0,0.0,0.0,2.0,100.0,2.5,5.0
d4919094,25.0,25.0,25.0,25.0,7.0,2.0,2.0,2.0,9.0,22.0,40.909090909090914,2.0,2.0
d11867015,40.0,40.0,35.0,40.0,65.0,28.0,16.0,9.0,14.0,132.0,70.45454545454545,3.0,3.5
d3672020,45.0,45.0,45.0,45.0,11.0,2.0,1.0,0.0,0.0,14.0,92.85714285714286,4.5,4.75
d8448700,40.0,40.0,40.0,40.0,0.0,5.0,0.0,0.0,0.0,5.0,100.0,3.0,5.0
d1804870,40.0,45.0,40.0,45.0,315.0,179.0,66.0,26.0,19.0,605.0,81.65289256198346,4.25,4.0
d11855366,45.0,45.0,45.0,45.0,19.0,4.0,3.0,0.0,1.0,27.0,85.18518518518519,3.5,4.25
d7249260,40.0,45.0,40.0,45.0,23.0,8.0,1.0,1.0,0.0,33.0,93.93939393939394,3.0,4.75
d5776216,35.0,45.0,40.0,40.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,3.0,5.0
d10147127,40.0,40.0,40.0,40.0,26.0,8.0,3.0,2.0,5.0,44.0,77.27272727272727,3.0,3.75
d11769083,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,4.0,50.0,0.0,2.5
d11667248,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,8.0,87.5,0.0,4.5
d11857524,45.0,45.0,40.0,45.0,58.0,10.0,6.0,3.0,1.0,78.0,87.17948717948718,3.25,4.25
d10822625,50.0,50.0,45.0,50.0,5.0,1.0,0.0,0.0,0.0,6.0,100.0,3.5,5.0
d5952715,40.0,40.0,40.0,40.0,23.0,3.0,3.0,0.0,0.0,29.0,89.65517241379311,4.0,4.5
d8338351,30.0,25.0,20.0,25.0,1.0,0.0,3.0,1.0,3.0,8.0,12.5,2.0,0.5
d12064491,35.0,35.0,35.0,35.0,7.0,11.0,9.0,5.0,3.0,35.0,51.42857142857142,2.5,2.5
d8352929,40.0,35.0,45.0,40.0,3.0,2.0,3.0,0.0,1.0,9.0,55.55555555555556,3.0,2.75
d3625426,40.0,40.0,40.0,40.0,47.0,28.0,14.0,9.0,3.0,101.0,74.25742574257426,4.0,3.75
d12032989,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,100.0,0.0,5.0
d3507877,40.0,40.0,40.0,45.0,79.0,61.0,19.0,14.0,9.0,182.0,76.92307692307693,4.0,3.75
d719850,35.0,35.0,40.0,40.0,1.0,1.0,1.0,0.0,0.0,3.0,66.66666666666666,3.75,3.25
d953797,35.0,40.0,35.0,35.0,1032.0,983.0,696.0,363.0,270.0,3344.0,60.25717703349282,3.5,3.0
d10547215,0.0,0.0,0.0,0.0,9.0,2.0,1.0,0.0,0.0,12.0,91.66666666666666,0.0,4.5
d8535535,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,33.33333333333333,0.0,1.75
d8506168,45.0,45.0,45.0,45.0,154.0,25.0,15.0,7.0,5.0,206.0,86.89320388349515,3.5,4.25
d10088997,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
d6609067,40.0,40.0,45.0,35.0,39.0,20.0,5.0,6.0,2.0,72.0,81.94444444444444,4.0,4.0
d10805315,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
d3331669,45.0,45.0,45.0,45.0,49.0,12.0,4.0,2.0,1.0,68.0,89.70588235294117,4.5,4.5
d9857169,35.0,35.0,35.0,35.0,22.0,16.0,6.0,12.0,12.0,68.0,55.88235294117647,2.5,2.75
d3641641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d12921076,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,100.0,0.0,5.0
d6708258,35.0,30.0,35.0,35.0,1.0,3.0,1.0,0.0,0.0,5.0,80.0,2.5,4.0
d8838741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d2239303,35.0,35.0,35.0,35.0,11.0,4.0,3.0,1.0,0.0,19.0,78.94736842105263,3.5,4.0
d6962328,40.0,45.0,40.0,45.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,3.0,5.0
d1337474,40.0,45.0,45.0,40.0,2.0,1.0,1.0,0.0,2.0,6.0,50.0,4.25,2.5
d4769732,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
d5423578,30.0,30.0,30.0,30.0,10.0,4.0,2.0,1.0,9.0,26.0,53.84615384615385,2.25,2.75
d720392,40.0,40.0,40.0,35.0,15.0,16.0,6.0,7.0,4.0,48.0,64.58333333333334,4.0,3.25
d4309064,45.0,45.0,45.0,45.0,67.0,26.0,10.0,3.0,1.0,107.0,86.91588785046729,4.5,4.25
d8837875,45.0,35.0,40.0,40.0,8.0,6.0,2.0,4.0,5.0,25.0,56.00000000000001,3.0,2.75
d2086866,40.0,40.0,35.0,40.0,11.0,19.0,5.0,4.0,1.0,40.0,75.0,4.0,3.75
d6404526,35.0,35.0,35.0,30.0,8.0,1.0,1.0,1.0,2.0,13.0,69.23076923076923,3.5,3.5
d7813343,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.25,0.0
d3673130,45.0,40.0,40.0,45.0,23.0,13.0,3.0,1.0,3.0,43.0,83.72093023255815,4.25,4.25
d785566,45.0,40.0,35.0,35.0,11.0,9.0,0.0,0.0,3.0,23.0,86.95652173913044,4.0,4.25
d5966033,45.0,45.0,45.0,45.0,4.0,2.0,1.0,0.0,0.0,7.0,85.71428571428571,3.5,4.25
d3749693,45.0,35.0,40.0,40.0,29.0,30.0,6.0,6.0,5.0,76.0,77.63157894736842,4.0,4.0
d6536893,45.0,40.0,45.0,35.0,65.0,42.0,6.0,6.0,7.0,126.0,84.92063492063492,4.0,4.25
d3609570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d9791292,45.0,45.0,45.0,45.0,42.0,16.0,3.0,4.0,4.0,69.0,84.05797101449275,3.5,4.25
d2554554,40.0,40.0,40.0,40.0,4.0,5.0,2.0,1.0,1.0,13.0,69.23076923076923,4.0,3.5
d8355550,35.0,35.0,35.0,35.0,6.0,10.0,6.0,5.0,5.0,32.0,50.0,2.5,2.5
d6013019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d9762124,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,75.0,0.0,3.75
d4367693,45.0,45.0,45.0,45.0,12.0,6.0,1.0,0.0,2.0,21.0,85.71428571428571,3.5,4.25
d8376187,40.0,40.0,35.0,40.0,5.0,7.0,1.0,1.0,2.0,16.0,75.0,3.0,3.75
d12644341,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,50.0,0.0,2.5
d12204689,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,100.0,0.0,5.0
d2482191,40.0,40.0,35.0,40.0,109.0,111.0,23.0,17.0,20.0,280.0,78.57142857142857,4.0,4.0
d8730133,45.0,40.0,40.0,45.0,104.0,39.0,12.0,9.0,6.0,170.0,84.11764705882354,3.0,4.25
d10316215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
d4408571,40.0,40.0,40.0,40.0,24.0,16.0,3.0,8.0,3.0,54.0,74.07407407407408,4.0,3.75
d9559203,35.0,30.0,30.0,35.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,2.5,5.0
d11823628,50.0,45.0,50.0,50.0,11.0,0.0,0.0,0.0,0.0,11.0,100.0,3.5,5.0
d2006373,40.0,40.0,40.0,40.0,39.0,31.0,8.0,5.0,14.0,97.0,72.16494845360825,4.0,3.5
d11636306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d10455057,0.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,9.0,77.77777777777779,0.0,4.0
d1933914,40.0,40.0,40.0,45.0,2.0,1.0,0.0,0.0,0.0,3.0,100.0,4.0,5.0
d5793336,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,100.0,0.0,5.0
d12624748,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,33.33333333333333,0.0,1.75
d4961508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d3459400,40.0,45.0,45.0,50.0,19.0,1.0,2.0,0.0,1.0,23.0,86.95652173913044,4.5,4.25
d9788680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d7215694,30.0,30.0,30.0,30.0,5.0,3.0,3.0,1.0,4.0,16.0,50.0,2.25,2.5
d719092,45.0,40.0,40.0,40.0,65.0,48.0,7.0,5.0,3.0,128.0,88.28125,4.0,4.5
d1205615,40.0,40.0,35.0,35.0,10.0,4.0,1.0,0.0,0.0,15.0,93.33333333333333,3.75,4.75
d7818336,35.0,30.0,25.0,30.0,1.0,5.0,8.0,8.0,2.0,24.0,25.0,2.25,1.25
d944138,0.0,35.0,35.0,35.0,4.0,4.0,2.0,0.0,1.0,11.0,72.72727272727273,2.5,3.75
d7591118,45.0,45.0,40.0,45.0,15.0,7.0,1.0,0.0,0.0,23.0,95.65217391304348,4.5,4.75
d2265600,25.0,20.0,20.0,25.0,2.0,1.0,1.0,1.0,4.0,9.0,33.33333333333333,2.25,1.75
d2476295,50.0,45.0,45.0,45.0,154.0,20.0,8.0,1.0,5.0,188.0,92.5531914893617,4.5,4.75
d4802788,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
d12115648,35.0,35.0,35.0,35.0,10.0,9.0,6.0,5.0,2.0,32.0,59.375,2.5,3.0
d12530776,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,75.0,0.0,3.75
d12196362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d12286606,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,100.0,0.0,5.0
d2013573,35.0,40.0,35.0,40.0,2.0,8.0,4.0,3.0,2.0,19.0,52.63157894736842,3.75,2.75
d2284554,45.0,45.0,40.0,35.0,3.0,2.0,0.0,0.0,0.0,5.0,100.0,4.0,5.0
d731188,35.0,35.0,30.0,30.0,8.0,5.0,2.0,1.0,1.0,17.0,76.47058823529412,3.25,3.75
d3320878,40.0,35.0,40.0,35.0,13.0,5.0,1.0,1.0,5.0,25.0,72.0,3.75,3.5
d7615300,45.0,40.0,35.0,40.0,289.0,109.0,66.0,49.0,28.0,541.0,73.56746765249538,4.0,3.75
d1221322,40.0,40.0,35.0,40.0,59.0,25.0,10.0,13.0,20.0,127.0,66.14173228346458,3.0,3.25
d12212609,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
d1496185,45.0,40.0,40.0,40.0,107.0,90.0,29.0,7.0,7.0,240.0,82.08333333333333,4.0,4.0
d3875568,45.0,45.0,40.0,45.0,253.0,66.0,19.0,8.0,6.0,352.0,90.625,3.25,4.5
d11851315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0
d12172104,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
d10365762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d720981,45.0,45.0,40.0,40.0,702.0,244.0,101.0,43.0,33.0,1123.0,84.23864648263579,4.25,4.25
d4924474,35.0,30.0,40.0,35.0,22.0,28.0,13.0,10.0,21.0,94.0,53.191489361702125,3.5,2.75
d7364422,45.0,45.0,45.0,45.0,1.0,1.0,0.0,0.0,0.0,2.0,100.0,3.5,5.0
d753088,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
d8015665,40.0,40.0,35.0,40.0,41.0,65.0,19.0,7.0,10.0,142.0,74.64788732394366,3.0,3.75
d12673809,35.0,35.0,35.0,40.0,99.0,92.0,67.0,21.0,40.0,319.0,59.87460815047022,3.5,3.0
d12662600,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,100.0,0.0,5.0
d5820527,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,6.0,83.33333333333334,0.0,4.25
d5796259,35.0,30.0,35.0,35.0,0.0,1.0,1.0,0.0,0.0,2.0,50.0,2.5,2.5
d2570956,45.0,45.0,40.0,40.0,9.0,1.0,0.0,1.0,1.0,12.0,83.33333333333334,4.25,4.25
d4548040,40.0,40.0,40.0,40.0,147.0,12.0,3.0,3.0,10.0,175.0,90.85714285714286,3.0,4.5
d6016792,30.0,35.0,30.0,35.0,2.0,8.0,3.0,0.0,2.0,15.0,66.66666666666666,2.5,3.25
d8580647,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,3.0,10.0,30.0,0.0,1.5
d3589838,35.0,30.0,25.0,30.0,1.0,2.0,1.0,0.0,0.0,4.0,75.0,3.0,3.75
d4919056,45.0,45.0,45.0,45.0,17.0,6.0,0.0,0.0,1.0,24.0,95.83333333333334,3.5,4.75
d9697464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d10454720,45.0,45.0,45.0,45.0,11.0,2.0,0.0,0.0,0.0,13.0,100.0,3.5,5.0
d7214386,45.0,45.0,45.0,45.0,206.0,43.0,6.0,1.0,1.0,257.0,96.88715953307393,3.5,4.75
d3173374,0.0,30.0,35.0,30.0,4.0,3.0,3.0,2.0,0.0,12.0,58.333333333333336,2.5,3.0
d5223231,40.0,40.0,40.0,35.0,27.0,21.0,4.0,3.0,8.0,63.0,76.19047619047619,4.0,3.75
d2244203,35.0,25.0,30.0,30.0,2.0,1.0,0.0,0.0,3.0,6.0,50.0,2.25,2.5
d1513516,45.0,45.0,40.0,40.0,61.0,27.0,11.0,14.0,4.0,117.0,75.21367521367522,4.25,3.75
d7728883,40.0,40.0,35.0,40.0,48.0,15.0,8.0,7.0,6.0,84.0,75.0,3.0,3.75
d8339695,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
d8155349,35.0,35.0,35.0,35.0,18.0,10.0,3.0,1.0,1.0,33.0,84.84848484848484,2.5,4.25
d6767680,50.0,50.0,50.0,50.0,12.0,2.0,0.0,0.0,0.0,14.0,100.0,3.75,5.0
d5541820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d8665097,0.0,0.0,0.0,0.0,12.0,3.0,1.0,1.0,1.0,18.0,83.33333333333334,0.0,4.25
d12953643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
d12438576,40.0,45.0,40.0,45.0,4.0,2.0,1.0,0.0,0.0,7.0,85.71428571428571,3.0,4.25
d9742064,0.0,0.0,0.0,0.0,7.0,7.0,0.0,1.0,0.0,15.0,93.33333333333333,0.0,4.75
d8788264,45.0,45.0,50.0,50.0,131.0,28.0,5.0,0.0,0.0,164.0,96.95121951219512,3.5,4.75
d1180250,35.0,35.0,30.0,35.0,964.0,520.0,308.0,216.0,202.0,2210.0,67.14932126696831,3.5,3.25
d12373265,40.0,40.0,40.0,40.0,5.0,0.0,0.0,0.0,1.0,6.0,83.33333333333334,3.0,4.25
d7314013,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,100.0,0.0,5.0
d8485362,35.0,30.0,35.0,35.0,110.0,100.0,72.0,69.0,113.0,464.0,45.258620689655174,2.5,2.25
d12010367,40.0,40.0,35.0,40.0,86.0,73.0,57.0,20.0,7.0,243.0,65.4320987654321,4.0,3.25
d1381958,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,66.66666666666666,0.0,3.25
d4128981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d6014189,50.0,50.0,40.0,45.0,5.0,2.0,0.0,0.0,0.0,7.0,100.0,4.5,5.0
d1359197,40.0,45.0,40.0,45.0,3.0,0.0,0.0,0.0,0.0,3.0,100.0,3.0,5.0
d2371552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d8653477,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,8.0,75.0,0.0,3.75
d4772013,45.0,45.0,40.0,45.0,23.0,13.0,2.0,0.0,0.0,38.0,94.73684210526315,4.5,4.75
d1114749,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
d2365069,45.0,45.0,40.0,40.0,176.0,112.0,24.0,12.0,7.0,331.0,87.00906344410876,4.25,4.25
d6816838,45.0,45.0,45.0,45.0,24.0,20.0,3.0,0.0,0.0,47.0,93.61702127659575,4.5,4.75
d3609285,45.0,45.0,45.0,40.0,49.0,20.0,3.0,2.0,3.0,77.0,89.6103896103896,4.5,4.5
d8484580,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,100.0,0.0,5.0
d12310132,45.0,45.0,45.0,45.0,66.0,17.0,3.0,2.0,9.0,97.0,85.56701030927834,3.5,4.25
d3626794,40.0,35.0,35.0,40.0,143.0,191.0,108.0,59.0,46.0,547.0,61.06032906764168,3.75,3.0
d12419687,40.0,40.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,2.0,5.0
d733503,45.0,45.0,40.0,35.0,72.0,29.0,8.0,6.0,5.0,120.0,84.16666666666667,4.0,4.25
d9555361,40.0,40.0,45.0,45.0,12.0,7.0,5.0,1.0,6.0,31.0,61.29032258064516,3.0,3.0
d2280632,45.0,40.0,40.0,40.0,33.0,25.0,11.0,2.0,1.0,72.0,80.55555555555556,4.0,4.0
d5616724,35.0,35.0,30.0,35.0,2.0,2.0,2.0,2.0,2.0,10.0,40.0,2.5,2.0
d3139518,40.0,35.0,35.0,35.0,25.0,19.0,6.0,7.0,10.0,67.0,65.67164179104478,3.5,3.25
d11892937,40.0,35.0,35.0,40.0,44.0,38.0,26.0,16.0,6.0,130.0,63.07692307692307,2.75,3.25
d10598315,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,6.0,83.33333333333334,0.0,4.25
d3454180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d717275,40.0,35.0,40.0,40.0,528.0,449.0,272.0,143.0,161.0,1553.0,62.91049581455248,4.0,3.25
d11804444,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,5.0
d1994700,45.0,45.0,40.0,40.0,39.0,16.0,8.0,2.0,1.0,66.0,83.33333333333334,4.25,4.25
d3627031,40.0,40.0,35.0,40.0,8.0,12.0,8.0,5.0,4.0,37.0,54.054054054054056,4.0,2.75
d1337304,35.0,40.0,35.0,35.0,14.0,6.0,1.0,2.0,1.0,24.0,83.33333333333334,3.5,4.25
d12900078,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,100.0,0.0,5.0
d1391282,45.0,40.0,40.0,35.0,6.0,7.0,1.0,3.0,1.0,18.0,72.22222222222221,4.0,3.5
d6946218,40.0,45.0,45.0,45.0,10.0,5.0,1.0,1.0,1.0,18.0,83.33333333333334,4.5,4.25
d3989692,45.0,45.0,45.0,45.0,3.0,0.0,0.0,0.0,0.0,3.0,100.0,4.5,5.0
d2305090,35.0,35.0,35.0,35.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.5,0.0
d9846374,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,8.0,87.5,0.0,4.5
d10040653,40.0,40.0,40.0,40.0,4.0,4.0,1.0,1.0,0.0,10.0,80.0,3.0,4.0
d12580558,40.0,40.0,35.0,40.0,6.0,2.0,0.0,0.0,1.0,9.0,88.88888888888889,3.0,4.5
d1124172,40.0,40.0,40.0,35.0,24.0,26.0,6.0,3.0,3.0,62.0,80.64516129032258,4.0,4.0
d4324011,40.0,40.0,35.0,35.0,25.0,44.0,26.0,8.0,2.0,105.0,65.71428571428571,3.75,3.25
d4506959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d10390082,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
